id_track|id_artist|id_album|name_track|duration_track_ms|popularity_track|number_track|position_track|extract_datetime
0d28khcov6AiegSCpG5TuT|3AA28KZvwAUcZuOKwyblJQ|0bUTHlWbkSQysoM3VsWldT|Feel Good Inc.|222640|84|6|0|2024-07-16 08:36:40.543668
0q6LuUqGLUiCPP1cbdwFs3|3AA28KZvwAUcZuOKwyblJQ|2dIGnmEIy1WZIcZCFSj6i8|On Melancholy Hill|233866|78|10|1|2024-07-16 08:36:40.543668
1RKUoGiLEbcXN4GY4spQDx|3AA28KZvwAUcZuOKwyblJQ|4tUxQkrduOE8sfgwJ5BI2F|Clint Eastwood|340920|75|5|2|2024-07-16 08:36:40.543668
4Hff1IjRbLGeLgFgxvHflk|3AA28KZvwAUcZuOKwyblJQ|0bUTHlWbkSQysoM3VsWldT|DARE|244999|76|12|3|2024-07-16 08:36:40.543668
1foMv2HQwfQ2vntFf9HFeG|3AA28KZvwAUcZuOKwyblJQ|2dIGnmEIy1WZIcZCFSj6i8|Rhinestone Eyes|200173|75|4|4|2024-07-16 08:36:40.543668
3lIxtCaROdRDuTnNBDm3n2|3AA28KZvwAUcZuOKwyblJQ|0NvirtaDCaZU5PAW1O5FDE|She's My Collar (feat. Kali Uchis)|209560|73|17|5|2024-07-16 08:36:40.543668
2bfGNzdiRa1jXZRdfssSzR|3AA28KZvwAUcZuOKwyblJQ|0bUTHlWbkSQysoM3VsWldT|Dirty Harry|230426|70|5|6|2024-07-16 08:36:40.543668
60SvhHtwefT0e2G7i7kOH3|3AA28KZvwAUcZuOKwyblJQ|4wtZQMNTC1O79kDxMBsEan|New Gold (feat. Tame Impala and Bootie Brown)|215149|66|5|7|2024-07-16 08:36:40.543668
38UYeBLfvpnDSG9GznZdnL|3AA28KZvwAUcZuOKwyblJQ|4wtZQMNTC1O79kDxMBsEan|Tormenta (feat. Bad Bunny)|193463|67|8|8|2024-07-16 08:36:40.543668
71koAFCnGnugRdGIDfS7f4|3AA28KZvwAUcZuOKwyblJQ|4tUxQkrduOE8sfgwJ5BI2F|19-2000|210880|64|11|9|2024-07-16 08:36:40.543668
2dECspJ1DpUObXrC3IZDkT|5dCpFeKxLbycrnsjWZjha8|7w38Cw9DHCC4U7lwiuUwFl|April Showers|275751|47|1|0|2024-07-16 08:36:40.543668
1LcmkyzIx3MIv04NOyfK3g|5dCpFeKxLbycrnsjWZjha8|08BEST3gT8ELlY5fmeDjmT|March Winds & April Showers|163630|46|1|1|2024-07-16 08:36:40.543668
1s5fL7wU0lod3sRdkOUVdp|5dCpFeKxLbycrnsjWZjha8|7w38Cw9DHCC4U7lwiuUwFl|Faidherbe Square|207336|40|10|2|2024-07-16 08:36:40.543668
0CxDfm9gc9vJmIyE5NSQ42|5dCpFeKxLbycrnsjWZjha8|13FfqxyK3Z3Kdap7VJO9y2|The Precious Hours|168746|35|6|3|2024-07-16 08:36:40.543668
1hdSf4iPG5HFgAo5GYj5S9|5dCpFeKxLbycrnsjWZjha8|2LOInpXsmaJuaND5bRRE4J|Mayflowers - Remastered|233666|35|10|4|2024-07-16 08:36:40.543668
1OuxO28VYTtXcE0zGrTS8x|5dCpFeKxLbycrnsjWZjha8|6WplX32rUPI6pyOzKC6N7C|Moonswings|264612|37|4|5|2024-07-16 08:36:40.543668
04fE0HMXAY2tKi7dMnkluT|5dCpFeKxLbycrnsjWZjha8|56zc5Suk4wwLA6RVHokvZb|What Lana Says|279200|31|1|6|2024-07-16 08:36:40.543668
1gYYCCdV4ovf8T30TP7opP|5dCpFeKxLbycrnsjWZjha8|7l4MzWw89Us6buLOiDDtZf|Memories|169333|34|6|7|2024-07-16 08:36:40.543668
71R9p8YDgpOZOHixsNQs6u|5dCpFeKxLbycrnsjWZjha8|6WplX32rUPI6pyOzKC6N7C|Family values|169058|31|2|8|2024-07-16 08:36:40.543668
6doCaLf0seKxunasuLJPUZ|5dCpFeKxLbycrnsjWZjha8|7b4eracknj8lTRlgHISQvh|Throw it Back|179399|33|4|9|2024-07-16 08:36:40.543668
7CyPwkp0oE8Ro9Dd5CUDjW|1Xyo4u8uXC1ZmMpatF05PJ|7tzVd1fwkxsorytCBjEJkU|One Of The Girls (with JENNIE, Lily Rose Depp)|244684|91|1|0|2024-07-16 08:36:40.543668
7MXVkk9YMctZqd1Srtv4MB|1Xyo4u8uXC1ZmMpatF05PJ|2ODvWsOgouMbaA5xf0RkJe|Starboy|230453|88|1|1|2024-07-16 08:36:40.543668
0VjIjW4GlUZAMYd2vXMi3b|1Xyo4u8uXC1ZmMpatF05PJ|4yP0hdKOZPNshxUOjY0cZj|Blinding Lights|200040|88|9|2|2024-07-16 08:36:40.543668
2LBqCSwhJGcFQeTHMVGwy3|1Xyo4u8uXC1ZmMpatF05PJ|4AdZV63ycxFLF6Hcol0QnB|Die For You|260253|85|17|3|2024-07-16 08:36:40.543668
6WzRpISELf3YglGAh7TXcG|1Xyo4u8uXC1ZmMpatF05PJ|5O0zUvdnJr0RbWzLFneN2i|Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series)|215466|85|1|4|2024-07-16 08:36:40.543668
5gDWsRxpJ2lZAffh5p7K0w|1Xyo4u8uXC1ZmMpatF05PJ|4AdZV63ycxFLF6Hcol0QnB|Stargirl Interlude|111626|83|8|5|2024-07-16 08:36:40.543668
5QO79kh1waicV47BqGRL3g|1Xyo4u8uXC1ZmMpatF05PJ|4yP0hdKOZPNshxUOjY0cZj|Save Your Tears|215626|84|11|6|2024-07-16 08:36:40.543668
7fBv7CLKzipRk6EC6TWHOB|1Xyo4u8uXC1ZmMpatF05PJ|0P3oVJBFOv3TDXlYRhGL7s|The Hills|242253|84|5|7|2024-07-16 08:36:40.543668
2dHHgzDwk4BJdRwy9uXhTO|1Xyo4u8uXC1ZmMpatF05PJ|7txGsnDSqVMoRl6RQ9XyZP|Creepin' (with The Weeknd & 21 Savage)|221520|83|10|8|2024-07-16 08:36:40.543668
09mEdoA6zrmBPgTEN5qXmN|1Xyo4u8uXC1ZmMpatF05PJ|4qZBW3f2Q8y0k1A84d4iAO|Call Out My Name|228373|83|1|9|2024-07-16 08:36:40.543668
3CIyK1V4JEJkg02E4EJnDl|47mIJdHORyRerp4os813jD|6yiXkzHvC0OTmhfDQOEWtS|Enemy (with JID) - from the series Arcane League of Legends|173381|80|1|0|2024-07-16 08:36:40.543668
1FpVJ7HpZInE2GvhVE2TwT|47mIJdHORyRerp4os813jD|30gnisiaho0Y6KRWJ7gIaA|Legends Never Die|235000|74|1|1|2024-07-16 08:36:40.543668
210JJAa9nJOgNa0YNrsT5g|47mIJdHORyRerp4os813jD|0rAaP1OBxVCn2cIUZNjGRs|GODS|220878|74|1|2|2024-07-16 08:36:40.543668
5UlnuulVAVmmesw4VzqHdG|47mIJdHORyRerp4os813jD|2Y9Kal9IDz6JphsCfY6GzG|Enemy - From the series Arcane League of Legends|173381|70|1|3|2024-07-16 08:36:40.543668
69Sy7207dnixZ6w7RSV9Kb|47mIJdHORyRerp4os813jD|6sGWFXm5IKtTBMFdIhNB9C|RISE|192881|69|1|4|2024-07-16 08:36:40.543668
29WxJqIfDRMo9isV07kbJP|47mIJdHORyRerp4os813jD|1RPJNNRo1WUciegpWfioAc|PARANOIA|198817|68|1|5|2024-07-16 08:36:40.543668
3f4fc8c8unrQeKecmUPEDR|47mIJdHORyRerp4os813jD|0uyb1O2aodxewxYrAHzqIn|Warriors|204586|66|1|6|2024-07-16 08:36:40.543668
6zAiRKvAMlXHxEtyO4yxIO|47mIJdHORyRerp4os813jD|6IatiP8DCUD2ps9KvocWgA|Phoenix|197633|65|1|7|2024-07-16 08:36:40.543668
66YtIqT0kN4958EXnCnAmE|47mIJdHORyRerp4os813jD|2cRJKhNgs1Snq7bV4ELLho|Legends Never Die - (Remix)|167173|64|1|8|2024-07-16 08:36:40.543668
5f2zZawBtGBEw24ABweErz|47mIJdHORyRerp4os813jD|118EoTgIkMLl9fcutZfgaq|Playground (from the series Arcane League of Legends)|230525|60|1|9|2024-07-16 08:36:40.543668
66hayvUbTotekKU3H4ta1f|5he5w2lnU9x7JFhnwcekXX|6bfkwBrGYKJFk6Z4QVyjxd|Where Are Ü Now (with Justin Bieber)|250285|73|9|0|2024-07-16 08:36:40.543668
1q0PYXTbDsirp2l74ng6pn|5he5w2lnU9x7JFhnwcekXX|11GmvpYnbgK0rSryPaV5BP|In Da Getto|130666|67|4|1|2024-07-16 08:36:40.543668
74fmYjFwt9CqEFAh8ybeBD|5he5w2lnU9x7JFhnwcekXX|7tWP3OG5dWphctKg4NMACt|Rumble|146571|67|4|2|2024-07-16 08:36:40.543668
2sMzNgi3wblmxw8ez4GN9G|5he5w2lnU9x7JFhnwcekXX|6ZnRegEJuZRhLGrOKh0Y7n|Baby again..|319963|66|5|3|2024-07-16 08:36:40.543668
3Bp0XlRQv0URQMM6ABKhEE|5he5w2lnU9x7JFhnwcekXX|2X6WyzpxY70eUn3lnewB7d|VOLVER|185806|69|13|4|2024-07-16 08:36:40.543668
6VRhkROS2SZHGlp0pxndbJ|5he5w2lnU9x7JFhnwcekXX|5XJ2NeBxZP3HFM8VoBQEUe|Bangarang (feat. Sirah)|215253|68|2|5|2024-07-16 08:36:40.543668
6AbVJjzv7thIvmMCuhZrmK|5he5w2lnU9x7JFhnwcekXX|381oom8nio77eU6BuUb4UO|Make It Bun Dem|213696|64|1|6|2024-07-16 08:36:40.543668
6tifCCTIVBLC2TmTquYG7G|5he5w2lnU9x7JFhnwcekXX|2mxzA7momOeBvCyKDgZRIb|Fine Day Anthem|193690|68|1|7|2024-07-16 08:36:40.543668
29OFLlrrfKIEVwbVMTjBYe|5he5w2lnU9x7JFhnwcekXX|3GSEVlHrbrQbKSP4ozWzx8|Push|185244|68|1|8|2024-07-16 08:36:40.543668
65ES1qwOB577ZnTkizMXJJ|5he5w2lnU9x7JFhnwcekXX|1X4aaOIXvs6gWtQZQpln4V|HUMBLE. - SKRILLEX REMIX|156800|67|1|9|2024-07-16 08:36:40.543668
2Foc5Q5nqNiosCNqttzHof|4tZwfgrHOc3mvqYlEYSvVi|2ePFIvZKMe8zefATp9ofFA|Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]|248413|80|1|0|2024-07-16 08:36:40.543668
0DiWol3AO6WpXZgp0goxAV|4tZwfgrHOc3mvqYlEYSvVi|2noRn2Aes5aoNVsU6iWThc|One More Time|320357|75|1|1|2024-07-16 08:36:40.543668
2cGxRwrMyEAp8dEbuZaVv6|4tZwfgrHOc3mvqYlEYSvVi|4m2880jivSbbyEGAKfITCa|Instant Crush (feat. Julian Casablancas)|337560|74|5|2|2024-07-16 08:36:40.543668
69kOkLUCkxIZYexIgSG8rq|4tZwfgrHOc3mvqYlEYSvVi|4m2880jivSbbyEGAKfITCa|Get Lucky (feat. Pharrell Williams and Nile Rodgers)|369626|73|8|3|2024-07-16 08:36:40.543668
1pKYYY0dkg23sQQXi0Q5zN|4tZwfgrHOc3mvqYlEYSvVi|5uRdvUR7xCnHmUW8n64n9y|Around the World|429533|71|7|4|2024-07-16 08:36:40.543668
5W3cjX2J3tjhG8zb6u0qHn|4tZwfgrHOc3mvqYlEYSvVi|2noRn2Aes5aoNVsU6iWThc|Harder, Better, Faster, Stronger|224693|69|4|5|2024-07-16 08:36:40.543668
2LD2gT7gwAurzdQDQtILds|4tZwfgrHOc3mvqYlEYSvVi|2noRn2Aes5aoNVsU6iWThc|Veridis Quo|345186|68|11|6|2024-07-16 08:36:40.543668
1NeLwFETswx8Fzxl2AFl91|4tZwfgrHOc3mvqYlEYSvVi|2noRn2Aes5aoNVsU6iWThc|Something About Us|232666|68|9|7|2024-07-16 08:36:40.543668
5CMjjywI0eZMixPeqNd75R|4tZwfgrHOc3mvqYlEYSvVi|4m2880jivSbbyEGAKfITCa|Lose Yourself to Dance (feat. Pharrell Williams)|353893|67|6|8|2024-07-16 08:36:40.543668
2VEZx7NWsZ1D0eJ4uv5Fym|4tZwfgrHOc3mvqYlEYSvVi|2noRn2Aes5aoNVsU6iWThc|Digital Love|301373|64|3|9|2024-07-16 08:36:40.543668
4CeeEOM32jQcH3eN9Q2dGj|6olE6TJLqED3rqDCT0FyPh|2UJcKiJxNryhL050F5Z1Fk|Smells Like Teen Spirit|301920|81|1|0|2024-07-16 08:36:40.543668
